inventor_id,name,country,patent_id
fl:we_ln:jiang-165,Wenjing Jiang,,D1006496
fl:ei_ln:baumker-1,Eiko BÄUMKER,,12029253
fl:ri_ln:kroeger-1,Richard Kroeger,,6584128
fl:th_ln:bush-1,Thomas A. Bush,,4789863
fl:ma_ln:boudreaux-4,Matthew F. Boudreaux,,11161990
fl:ge_ln:whitworth-1,Gerald Whitworth,,6795487
fl:ro_ln:egnatchik-1,Robert Egnatchik,,12324454
fl:th_ln:fleming-4,Thomas W. Fleming,,D474886
fl:du_ln:moon-7,Duck Su Moon,,11885288
fl:sa_ln:woods-2,Samuel G. Woods,,7646155
fl:ta_ln:hosoda-4,Takuya Hosoda,,4339721
fl:ev_ln:mudrane-1,Eva K. Mudráné,,6610738
0000n8nqsxhrztn7djlxou00k,Muamer Zukic,,6448562
fl:do_ln:angelosanto-1,Donald J. Angelosanto,,4432679
fl:ba_ln:james-7,Barry James,,11093663
fl:le_ln:neitzel-1,Lee Allen Neitzel,,8977851
fl:ja_ln:files-4,Jace W. Files,,10761618
fl:st_ln:parkvall-1,Stefan Parkvall,,10263820
fl:ja_ln:feine-1,James Feine,,6503081
fl:ch_ln:gaal-1,Christopher Gaal,,10082632
fl:mo_ln:narasaiah-1,Mohan Narasaiah,,D935390
fl:hi_ln:takeuchi-48,Hiroto Takeuchi,,12354161
fl:ch_ln:liu-1379,Chaopeng Liu,,D1042490
fl:jo_ln:jung-23,Joon-Young Jung,,10805689
fl:br_ln:carette-2,Brigitte Carette,,4513070
fl:mi_ln:artinger-1,Michael A. Artinger,,11585813
fl:ed_ln:zizminskas-1,Edvinas ZIZMINSKAS,,12259564
fl:je_ln:bouchet-6,Jean Bouchet,,D294010
fl:te_ln:kaneko-13,Tetsuya Kaneko,,6705909
fl:an_ln:ferreol-1,Anne Ferreol,,7423589
fl:mi_ln:rector-1,Mindy Dawn Rector,,12412163
fl:jo_ln:matta-2,Joseph E. Matta,,H976
fl:hi_ln:tanada-3,Hiroki Tanada,,10808661
fl:br_ln:brinson-2,Brad D. Brinson,,12085897
fl:se_ln:kwon-94,Se-Ah Kwon,,8873018
fl:no_ln:kunze-1,Norbert Kunze,,5027236
fl:al_ln:bulla-1,Alexandre Bulla,,6060464
fl:vi_ln:benatti-1,Vincenzo Benatti,,6495081
fl:xu_ln:dong-28,Xue Dong,,10025433
fl:ju_ln:hirooka-2,Junji Hirooka,,D291698
fl:si_ln:chawla-1,Sidakpreet Singh Chawla,,11468472
fl:yu_ln:kawamoto-8,Yuka Kawamoto,,10578989
fl:fe_ln:wang-87,Feng Wang,,D754593
fl:da_ln:cvoric-1,Dalibor Cvoric,,11758627
fl:sa_ln:teramoto-3,Satoshi Teramoto,,5808321
fl:ha_ln:andersson-10,Hans Andersson,,11350577
fl:ka_ln:yamamoto-123,Katsutoshi Yamamoto,,4596837
fl:wa_ln:feghali-3,Wajdi K. Feghali,,10601583
fl:ev_ln:seevinck-1,Evert Seevinck,,6028480
fl:ma_ln:marshall-19,Mary C. Marshall,,5254598
fl:sa_ln:smith-27,Samuel Melvin Smith,,9292510
fl:yo_ln:fujii-7,Yosuke Fujii,,7393607
fl:mu_ln:ishikawa-1,Muriel Y. Ishikawa,,8787526
fl:pe_ln:marbach-1,Peter Marbach,,5738825
fl:br_ln:fox-20,Brian G. Fox,,11447754
fl:pa_ln:iannone-2,Patrick P. Iannone,,7450847
fl:zh_ln:sun-126,Zhaohui Sun,,7295616
fl:ch_ln:liang-25,Chun-Sheng Liang,,10755970
fl:to_ln:yoshizawa-16,Toshio Yoshizawa,,3940076
fl:ru_ln:schickfluss-1,Rudolf Schickfluss,,3930794
fl:mi_ln:ignatieu-1,Mikhail Ignatieu,,8426770
fl:su_ln:hiyama-1,Susumu Hiyama,,8492804
fl:ka_ln:virtanen-3,Kari Virtanen,,7702337
fl:mi_ln:mursch-1,Michael Mursch,,D544888
0004z0eq002iqz3t9ecx7l5ml,Paul Barberi,,4623263
fl:aj_ln:luthra-1,Ajay Luthra,,9819994
fl:ch_ln:vigild-1,Christian Winge Vigild,,10323583
fl:jo_ln:edwards-71,Joshua Edwards,,11574318
fl:th_ln:tellinghuisen-1,Thomas J. Tellinghuisen,,10999938
fl:ro_ln:colwill-2,Robert Jerome Colwill,,11514766
fl:ri_ln:holub-1,Richard A. Holub,,6218584
fl:st_ln:stewart-18,Stephen Stewart,,12306814
fl:sc_ln:myers-6,Scott A. Myers,,9177503
fl:bj_ln:gunderson-2,Bjorn Gunderson,,D552974
fl:hi_ln:kozai-2,Hiroaki Kozai,,11772379
fl:st_ln:hirsch-3,Steven B. Hirsch,,7131780
fl:ma_ln:abdelrahman-2,Mahmoud F. Abdel-Rahman,,6163031
fl:ye_ln:wu-78,Yejun Wu,,12207663
fl:cy_ln:shovary-1,Cynthia Ann Shovary,,9248238
fl:jo_ln:ellenberger-2,Jonathan Ellenberger,,11494246
fl:pr_ln:fick-1,Preston Fick,,10542585
fl:ja_ln:schukat-1,Jan Schukat,,9747218
fl:ne_ln:harris-4,Neil Victor Harris,,6706738
fl:fa_ln:barbier-1,Fabrice Barbier,,6218041
fl:na_ln:kumagai-1,Naoyuki Kumagai,,5449698
fl:da_ln:garrett-17,Danny Garrett,,9939993
fl:an_ln:schulz-5,Anatol Schulz,,12050012
fl:xu_ln:bian-8,Xuqi Bian,,11994655
fl:wa_ln:chen-45,Wan-Chun Chen,,10399851
fl:ca_ln:zimmerman-4,Carey W. Zimmerman,,D967187
fl:ja_ln:cassoli-2,Jair CASSOLI,,11585320
fl:ke_ln:belyk-1,Kevin M. Belyk,,10457690
fl:ro_ln:benkar-1,Rohan Benkar,,10134082
fl:jo_ln:sporn-2,Joseph S. Sporn,,D869785
fl:ta_ln:chuman-2,Takashi Chuman,,5478623
fl:je_ln:powers-14,Jeffrey E. Powers,,4888086
fl:ke_ln:thompson-24,Kenneth O. Thompson,,7882729
fl:sh_ln:iwama-7,Shinichi Iwama,,4391419
fl:em_ln:sallard-1,Emmanuelle Sallard,,D824799
fl:se_ln:taffler-1,Sean Taffler,,10058892
fl:ma_ln:awad-4,Mariette Awad,,8424071
fl:je_ln:schmidt-12,Jeffrey C. Schmidt,,8948801
fl:cr_ln:noeldner-1,Craig Andrew Noeldner,,11977711
fl:er_ln:berger-4,Eric L. Berger,,6116259
fl:sc_ln:elwood-1,Scott H. Elwood,,H1236
fl:ja_ln:hovis-1,James E. Hovis,,5368472
fl:my_ln:hunukumbure-1,Mythri HUNUKUMBURE,,8726115
fl:er_ln:urdang-1,Erik G. Urdang,,7114173
fl:de_ln:kurschner-2,Dennis L. Kurschner,,7566027
fl:da_ln:yu-50,Daniel Yu,,H1124
fl:mo_ln:sawada-1,Motoshi Sawada,,6049313
fl:sa_ln:srinivasan-17,Saraswathy Srinivasan,,10951690
fl:st_ln:soldin-1,Steven J. Soldin,,7473560
fl:yi_ln:tseng-6,Yi-Ling Tseng,,11444369
fl:yo_ln:matsuda-49,Yoshimoto Matsuda,,11041427
fl:ro_ln:soler-3,Robert R. Soler,,D650109
fl:hi_ln:ikeda-32,Hidetsugu Ikeda,,6818327
fl:nu_ln:rosly-1,Nur Amalina Rosly,,10999714
fl:su_ln:lee-469,Su Jin Lee,,10162261
fl:ta_ln:nara-5,Takashi Nara,,D1035611
fl:fr_ln:weisenborn-1,Frank L. Weisenborn,,3956285
fl:th_ln:kaiser-5,Thomas Kaiser,,12038126
fl:br_ln:tockman-1,Bruce A. Tockman,,10617402
fl:ma_ln:baker-61,Martin C. Baker,,8348709
fl:ho_ln:simionescu-1,Horia Simionescu,,9268695
fl:ju_ln:koch-9,Juergen Koch,,5229484
fl:ko_ln:nose-4,Koichi Nose,,8635040
fl:ch_ln:li-887,Chao Li,,11231168
fl:er_ln:ruhrnschopf-1,Ernst-Peter Rührnschopf,,7298882
fl:wi_ln:bruls-8,Wilhelmus Hendrikus Alfonsus Bruls,,9866824
fl:al_ln:henderson-19,Alex E. Henderson,,7307986
fl:wa_ln:malkin-2,Wayne Allan Malkin,,9223760
fl:sh_ln:li-490,Shubo Li,,10698738
fl:hi_ln:watanabe-59,Hiroshi Watanabe,,4330526
fl:ha_ln:hsu-68,Hank Hsu,,5865713
fl:ro_ln:hurd-6,Robert J. Hurd,,D492623
fl:hi_ln:nagao-18,Hideki Nagao,,12352283
fl:na_ln:nagashima-3,Nao Nagashima,,5444846
fl:ri_ln:todd-3,Richard Simon Todd,,5075303
fl:ge_ln:zhang-60,George(Huanyi) Zhang,,7473133
fl:sy_ln:galineau-1,Sylvain P. Galineau,,10331319
fl:sa_ln:morinaga-3,Satoshi Morinaga,,8909582
fl:ma_ln:oshiro-11,Marc Oshiro,,7779367
fl:ji_ln:choi-278,Jinsoo CHOI,,10911193
fl:ti_ln:hartjes-1,Timothy P. Hartjes,,5876815
fl:da_ln:meyer-50,Daniel Meyer,,6404762
fl:ja_ln:andersson-5,Jan Andersson,,5183644
fl:de_ln:stephens-2,Dennis L. Stephens,,7271570
fl:me_ln:siebert-1,Melissa Siebert,,9788546
fl:er_ln:townsend-4,Eric Christopher TOWNSEND,,D1107634
fl:ta_ln:taura-2,Tadayuki Taura,,6327180
fl:he_ln:gaub-2,Hermann Gaub,,7700371
fl:ge_ln:provost-1,George A. Provost,,7160600
fl:da_ln:motov-1,David L. Motov,,4396387
fl:ho_ln:jaeschke-1,Horst Jaeschke,,D725505
fl:bo_ln:cichon-1,Bob A. Cichon,,7266526
fl:st_ln:yu-18,Stephanie Yu,,12312536
fl:su_ln:jung-217,Sunghoon Jung,,12273757
fl:de_ln:hsu-7,Derek Hsen Dai Hsu,,9982330
fl:ro_ln:crook-2,Ronald J. Crook,,6460632
fl:ne_ln:joshi-7,Neeta Joshi,,11224593
fl:ku_ln:tzeng-1,Kuo-Hwa Tzeng,,10658474
fl:sa_ln:khan-54,Sana Fahim Khan,,9589072
fl:ar_ln:henry-2,Arnold W. Henry,,5340679
fl:ta_ln:uda-13,Taizo Uda,,4551565
000c0a89h3umx2083c1fhf6sc,Arthur R. Stennett,,5358071
fl:lu_ln:fanucci-1,Luca Fanucci,,6466566
fl:jo_ln:ferrerbeltran-2,Jose M. Ferrer Beltran,,D520786
fl:an_ln:sundstrom-1,Andrew Sundstrom,,12165353
fl:sa_ln:ganu-2,Sachin Ganu,,11617187
fl:ri_ln:schatzberger-1,Richard Schatzberger,,7904277
fl:ha_ln:bodin-1,Hans Bodin,,12179842
fl:sh_ln:o'malley-2,Shawn Michael O'Malley,,11595705
fl:ki_ln:cho-59,Ki Hyun Cho,,8908127
fl:ke_ln:shull-2,Kenneth D. Shull,,11262090
fl:lu_ln:lopezmoreno-1,Luis Lopez Moreno,,11528824
fl:ma_ln:liphardt-2,Martin M. Liphardt,,9658151
fl:yo_ln:yamada-56,Yoshiyuki Yamada,,11384864
fl:jo_ln:baker-78,Jonathan M. Baker,,5706410
fl:fr_ln:garbelli-1,Francesco Garbelli,,6049464
fl:ro_ln:rutledge-2,Robert A. Rutledge,,5559840
fl:pa_ln:koptilin-1,Pavel Koptilin,,10891115
fl:je_ln:jacquinet-1,Jean-Claude Jacquinet,,4943630
fl:an_ln:auvil-2,Andrew L. Auvil,,6293311
fl:st_ln:hunt-10,Stephen L. Hunt,,7761851
fl:an_ln:tang-15,Andrew T. K. Tang,,D1003337
fl:mi_ln:samuel-5,Michael Vincent Samuel,,11609753
fl:ez_ln:darshan-1,Ezra Darshan,,7530085
fl:ri_ln:peres-1,Richard Peres,,10906348
fl:yu_ln:oda-7,Yuji Oda,,7464686
fl:la_ln:ulander-2,Lars Johan Andreas Ulander,,12024523
fl:ky_ln:lee-627,Kyudae Lee,,D1085032
fl:ju_ln:takagi-11,Junji Takagi,,8863259
fl:yo_ln:jun-66,Youngkyun Jun,,11893068
fl:mi_ln:alemany-1,Miguel Alemany,,4834735
fl:ro_ln:wacker-1,Robert L. Wacker,,4305475
fl:da_ln:neff-1,Danielle K. Neff,,8927555
fl:yi_ln:wang-136,Yi Wang,,11461267
fl:be_ln:harrison-2,Beverly L. Harrison,,6340931
fl:ba_ln:vanhell-1,Bart Van Hell,,5879927
fl:pa_ln:kalyanapu-1,Patrick Kalyanapu,,D523440
fl:gl_ln:amatucci-1,Glenn G. Amatucci,,10644314
fl:ja_ln:delker-2,Jason R. Delker,,8812713
fl:wi_ln:meng-1,Wilson Meng,,10105334
fl:th_ln:mcclellan-3,Thomas A. McClellan,,4359283
fl:gu_ln:weng-7,Guojun Weng,,12074586
fl:ji_ln:park-190,Jin-Sung Park,,7449934
000f0k6brgval6kr9agzjlgcg,Lynda M. Salvetti,,5193174
fl:yo_ln:son-144,Young-Ran Son,,9310547
000f3mi5t5lpa1ch45ncsfqtz,Semion H. Mazor,,5970732
fl:ra_ln:venkataramani-1,Raman Venkataramani,,11493499
fl:ya_ln:ko-1,Ya-Ping Ko,,11407819
fl:vi_ln:ramamoorthy-2,Vimal Ramamoorthy,,11708101
fl:bo_ln:ormsbee-1,Bowden Ormsbee,,7856699
fl:ro_ln:alini-1,Roberto Alini,,6252450
fl:jo_ln:buysman-2,John Jason Buysman,,10850064
fl:ru_ln:shi-10,Ruiwen Shi,,10789037
fl:ca_ln:phillips-22,Cary Phillips,,9256973
000fjkbab9nljqyqpy20ktebx,Seved Ahmad Mojahed Gomnam,,5922953
fl:sr_ln:punna-1,Sreenivas Punna,,10828285
fl:mi_ln:grogan-1,Michael J. Grogan,,9149465
fl:mi_ln:moore-11,Michael Edward Moore,,D581611
fl:ma_ln:horiguchi-17,Mari Horiguchi,,7411950
fl:se_ln:jurdana-1,Sergio Jurdana,,D784590
fl:ja_ln:choi-156,Jaeman Choi,,10862110
fl:ma_ln:barker-12,Mario John Barker,,D423279
fl:ha_ln:takahashi-28,Haruhiko Takahashi,,5828387
fl:ki_ln:han-39,Ki-Young Han,,8693422
fl:jo_ln:puryear-2,John W. Puryear,,4830308
fl:da_ln:murti-1,Dasarao K. Murti,,5030533
fl:ja_ln:tour-1,James M. Tour,,8592791
fl:pi_ln:payraud-1,Pierre Payraud,,11326911
fl:te_ln:asayama-1,Tetsuya Asayama,,10629805
fl:ka_ln:lee-173,Kang Hyun Lee,,9105616
fl:ma_ln:zeiler-4,Martin Zeiler,,7934604
fl:le_ln:kononov-1,Leon Kononov,,5366171
fl:mo_ln:sato-1,Moriyuki Sato,,4226980
fl:mo_ln:hassan-32,Morris Hassan,,9103076
fl:wa_ln:barnette-2,Wayne D. Barnette,,7762725
fl:em_ln:watanabe-2,Emi Watanabe,,8182343
fl:xi_ln:zhang-560,Xin Zhang,,11314830
fl:pe_ln:hovell-1,Peter Hovell,,8046452
fl:mi_ln:chen-252,Ming Chen,,11323566
fl:ar_ln:pun-1,Arthur Fong-Yuen Pun,,11742302
fl:pr_ln:mehta-23,Pranav Mehta,,7710899
fl:mi_ln:boraas-1,Michael A. Boraas,,8900503
000hl8sepandlrjbxh7oea7wh,John Riso,,6343708
fl:ar_ln:wojtalik-1,Artur Wojtalik,,11643132
fl:ta_ln:toida-4,Takumi TOIDA,,10494358
fl:st_ln:weinstein-1,Stephen B. Weinstein,,4827518
fl:al_ln:hagemeyer-1,Alfred Hagemeyer,,11253839
fl:ni_ln:manaresi-2,Nicolò Manaresi,,10376878
fl:to_ln:konuma-2,Toshimitsu Konuma,,5999241
fl:ra_ln:dongara-3,Rajeshwer Dongara,,9982200
fl:he_ln:huber-5,Helmuth Huber,,4977930
fl:ro_ln:tench-1,Robert J. Tench,,9536571
fl:pa_ln:conlan-1,Patrick Conlan,,9291306
fl:ra_ln:bordawekar-2,Rajesh Bordawekar,,11847113
fl:ha_ln:xu-119,Hao Xu,,12218424
fl:al_ln:lacour-2,Alain P. Lacour,,4639452
fl:an_ln:besana-1,Andrea Besana,,D888267
fl:ma_ln:kanda-11,Masakazu Kanda,,7269900
fl:ta_ln:konishi-35,Takayoshi Konishi,,5235608
fl:ka_ln:teichert-1,Katrin Teichert,,10431333
fl:ji_ln:zhang-632,Jian Zhang,,8904488
fl:ca_ln:kreuzer-1,Carsten Heinrich Kreuzer,,9044359
fl:ya_ln:kanou-4,Yasuaki Kanou,,8635870
fl:su_ln:kochhar-1,Sunil Kochhar,,10094819
fl:pi_ln:stenuick-1,Pierre Stenuick,,4241800
fl:ya_ln:akatsuka-1,Yasumasa Akatsuka,,6812318
fl:ch_ln:yang-1373,Chui Woong Yang,,11601405
000jdp4dd6gu6ah3gvb1u0biq,Hiroshi Kuwako,,5884643
fl:ro_ln:allaire-1,Roger A. Allaire,,5049329
fl:mo_ln:elidrissi-1,Moulay Rachid Elidrissi,,9048987
fl:cu_ln:chen-26,Cuihong Chen,,D1031386
fl:ta_ln:kim-402,Taehyun Kim,,11977384
fl:mu_ln:krishnan-8,Murali R. Krishnan,,7175072
fl:pi_ln:degroef-1,Pierre De Groef,,3990661
fl:ja_ln:fleischer-1,James F. Fleischer,,5349922
fl:he_ln:madan-3,Herb. S. Madan,,4868818
fl:do_ln:kubicek-1,Donald H. Kubicek,,5733836
fl:ha_ln:yu-196,Haifeng Yu,,11153804
fl:ma_ln:muramatsu-5,Makoto Muramatsu,,11315784
fl:da_ln:skidmore-1,David A. Skidmore,,10329911
fl:mi_ln:habig-1,Michael M. Habig,,D819127
fl:yu_ln:itou-6,Yuichi Itou,,9184446
fl:ju_ln:wang-161,Jun Wang,,11184770
fl:ra_ln:yarlagadda-2,Ramesh Yarlagadda,,12301558
fl:da_ln:chan-49,Danny Chan,,10979810
fl:th_ln:petit-1,Thomas J. Petit,,4856543
fl:da_ln:gist-1,David Ryan Gist,,11473761
fl:ja_ln:birk-2,Janel A. Birk,,10932935
fl:ja_ln:kong-3,Jackson Chung Peng Kong,,11527467
fl:me_ln:campbell-5,Melody G. Campbell,,11608378
fl:mi_ln:boisclair-1,Michel Boisclair,,11529834
fl:be_ln:bierbaumer-1,Benjamin Bierbaumer,,10385738
fl:ja_ln:lindenauer-1,Jay Lindenauer,,11863984
fl:zh_ln:shi-37,Zhifeng SHI,,D998890
fl:jo_ln:kramer-17,Joachim Ernst Kramer,,9426957
fl:yo_ln:kim-627,Youn Tae Kim,,11134843
fl:ta_ln:li-34,Tat Wah Li,,D802028
fl:pa_ln:bertics-1,Paul J. Bertics,,8569043
fl:ju_ln:kwon-38,Jun Seok Kwon,,11346576
fl:ti_ln:ji-7,Tingfang Ji,,10205618
fl:iv_ln:lobatohoyos-1,Ivan Pedro Lobato Hoyos,,12505516
fl:hi_ln:inoue-62,Hiroshi Inoue,,6079633
fl:mu_ln:sawada-3,Munenori Sawada,,7804477
fl:ke_ln:stockmeier-2,Kevin C. Stockmeier,,10384724
fl:ur_ln:sonnewald-1,Ursula Sonnewald,,5214057
fl:sh_ln:siddiqui-14,Shahab Siddiqui,,11961895
fl:ra_ln:kumar-94,Ravinder Kumar,,10587356
fl:je_ln:satterfield-2,Jesse Clay Satterfield,,9329774
fl:li_ln:wang-449,Lifeng Wang,,8765067
fl:pi_ln:furman-1,Piotr Furman,,11823674
fl:vi_ln:nagarajan-1,Viswanath Nagarajan,,11706840
fl:bo_ln:zapletal-1,Bohumila Zapletal,,6881814
fl:ko_ln:in-1,Kouichi In,,11031357
fl:mi_ln:gifford-5,Michael F. Gifford,,D340040
fl:ja_ln:thompson-32,James M. Thompson,,10260182
fl:ta_ln:katoh-25,Takao Katoh,,8684938
fl:pe_ln:andrews-5,Peter Scott Andrews,,12278219
fl:se_ln:otsubo-1,Seiichi Otsubo,,7210239
fl:fa_ln:beteille-1,Fabien Beteille,,6337758
fl:jo_ln:mcmichael-6,Jonathan R. McMichael,,10245607
fl:ja_ln:chein-1,Jason Shih Shen Chein,,9299064
fl:ja_ln:boggs-2,Janet Boggs,,7368089
fl:je_ln:merino-1,Jean-Francois Merino,,5344180
fl:to_ln:matsuda-38,Toru Matsuda,,8427745
fl:ma_ln:tanaka-91,Masahide Tanaka,,5639719
fl:wi_ln:starke-3,William J. Starke,,9996298
fl:mi_ln:chih-2,Ming-Hui Chih,,8499261
