patent_id,title,filing_date,year,abstract
10000679,Phenolic resin composition,2018-06-19,2018,
10000680,High temperature stable thermally conductive materials,2018-06-19,2018,
10000681,Hollow hydrogel capsules and methods of using the same,2018-06-19,2018,
10000682,Methods of drilling,2018-06-19,2018,
10000683,Drilling fluids with crosslinked sulfonate-containing polymers dispersed in high density brines,2018-06-19,2018,
10000684,"Drilling fluid additive composition, and oil-based drilling fluid and use thereof",2018-06-19,2018,
10000685,Traceable polymeric additives for use in subterranean formations,2018-06-19,2018,
10000686,Methods for treating a well bore within an underground formation,2018-06-19,2018,
10000687,Smart water flooding processes for increasing hydrocarbon recovery,2018-06-19,2018,
10000688,Composition and method for enhanced hydrocarbon recovery,2018-06-19,2018,
10000689,Fluid composition for stimulation in the field of oil or gas production,2018-06-19,2018,
10000690,Ceramic particles with controlled pore and/or microsphere placement and/or size and method of making same,2018-06-19,2018,
10000691,Variably tacky proppants,2018-06-19,2018,
10000692,Fracturing or gravel-packing fluid with CMHEC in brine,2018-06-19,2018,
10000693,Methods and compositions for use in oil and/or gas wells,2018-06-19,2018,
10000694,Materials for organic electroluminescent devices,2018-06-19,2018,
10000695,"Method of manufacturing fluoride phosphor, white light emitting apparatus, display apparatus, and lighting device",2018-06-19,2018,
10000696,"Light-emitting ceramic, light-emitting element, and light-emitting device",2018-06-19,2018,
10000697,Magnesium alumosilicate-based phosphor,2018-06-19,2018,
10000698,Transparent ceramic garnet scintillator detector for positron emission tomography,2018-06-19,2018,
10000699,Phosphor-nanoparticle combinations,2018-06-19,2018,
10000700,Nematic liquid crystal composition,2018-06-19,2018,
10000701,"Cured-film formation composition, orientation material, and retardation material",2018-06-19,2018,
10000702,"Liquid crystal alignment agent, liquid crystal alignment film, and liquid crystal display element",2018-06-19,2018,
10000703,Catalytic fast pyrolysis process,2018-06-19,2018,
10000704,"Systems and methods for controlling, monitoring, and operating remote oil and gas field equipment over a data network with applications to raw natural gas processing and flare gas capture",2018-06-19,2018,
10000705,Apparatus for producing high VCM coke,2018-06-19,2018,
10000706,Serpentine fluid reactor components,2018-06-19,2018,
10000707,Pinned furnace tubes,2018-06-19,2018,
10000708,Method for heating crude,2018-06-19,2018,
10000709,Hydrocarbon resource processing device including radio frequency applicator and related methods,2018-06-19,2018,
10000710,Pyrolysis tar upgrading process,2018-06-19,2018,
10000711,Method and plant for obtaining crude oil products,2018-06-19,2018,
10000712,Hydroprocessing of biodiesel fuels and blends,2018-06-19,2018,
10000713,Configurations and methods of flexible CO2 removal,2018-06-19,2018,
10000714,Iron oxide nanoparticle dispersions and fuel additives for soot combustion,2018-06-19,2018,
10000715,Catalytic depolymerisation of polymeric materials,2018-06-19,2018,
10000716,Aqueous low friction coating for telecommunication cables,2018-06-19,2018,
10000717,Lubricating oil compositions containing encapsulated microscale particles,2018-06-19,2018,
10000718,"Sulphur-bridged compounds, use thereof and process for production thereof",2018-06-19,2018,
10000719,Lubricating oil composition,2018-06-19,2018,
10000720,Lubricant compositions containing beta-glucans,2018-06-19,2018,
10000721,Lubricating oil compositions with engine wear protection,2018-06-19,2018,
10000722,Refrigeration machine oil composition,2018-06-19,2018,
10000723,Distillation system,2018-06-19,2018,
10000724,Metathesized triacylglycerol green polyols from palm oil for use in polyurethane applications and their related properties,2018-06-19,2018,
10000725,Solid fast draining/drying rinse aid for high total dissolved solid water conditions,2018-06-19,2018,
10000726,High performance low viscoelasticity foaming detergent compositions employing extended chain anionic surfactants,2018-06-19,2018,
10000727,Packaged composition,2018-06-19,2018,
10000728,Cleaning composition with propellant,2018-06-19,2018,
10000729,Apparatus and method for aging liquids,2018-06-19,2018,
10000730,Biomaterial handling device,2018-06-19,2018,
10000731,Enzymatic transesterification/esterification processes employing lipases immobilized on hydrophobic resins in the presence of water solutions,2018-06-19,2018,
10000732,Microfluidic dual-well device for highthroughput single-cell capture and culture,2018-06-19,2018,
10000733,Method for affecting phenotypic activity of endophytic fungi,2018-06-19,2018,
10000734,Method for evaluating cell populations,2018-06-19,2018,
10000735,Method for differentiating pluripotent stem cell induced from mesenchymal stem cell into neuron,2018-06-19,2018,
10000736,Method for priming of T cells,2018-06-19,2018,
10000737,Generation of cytotoxic tumor specific cell lines and uses thereof,2018-06-19,2018,
10000738,Usage of odontogenic stem cells and genetically modified odontogenic stem cells,2018-06-19,2018,
10000739,Method and culture medium for improving pluripotent stem cell differentiation inducing efficiency,2018-06-19,2018,
10000740,In vitro production of foregut stem cells,2018-06-19,2018,
10000741,Compositions and methods for enhanced gene expression in cone cells,2018-06-19,2018,
10000742,Device and method of collection for RNA viruses,2018-06-19,2018,
10000743,2-deoxy-scyllo-inosose reductase,2018-06-19,2018,
10000744,"Engineered enzyme having acetoacetyl-CoA hydrolase activity, microorganisms comprising same, and methods of using same",2018-06-19,2018,
10000745,Therapeutic nuclease compositions and methods,2018-06-19,2018,
10000746,LAGLIDADG homing endonuclease cleaving the T cell receptor alpha gene and uses thereof,2018-06-19,2018,
10000747,Endoglycosidase mutants for glycoprotein remodeling and methods of using it,2018-06-19,2018,
10000748,Factor IX variants with clotting activity in absence of their cofactor and/or with increased F.IX clotting activity and their use for treating bleeding disorders,2018-06-19,2018,
10000749,"Valencene synthase polypeptides, encoding nucleic acid molecules and uses thereof",2018-06-19,2018,
10000750,Method of isolating nucleic acid,2018-06-19,2018,
10000751,Method and apparatus for isolating nucleic acids,2018-06-19,2018,
10000752,Antagonat compositions and methods of use,2018-06-19,2018,
10000753,Age-related macular degeneration treatment,2018-06-19,2018,
10000754,RNA interference mediated inhibition of gene expression using chemically modified short interfering nucleic acid (siNA),2018-06-19,2018,
10000755,Use of the chromosome 19 microRNA cluster (C19MC) for treating microbial disease and promoting authophagy,2018-06-19,2018,
10000756,"Lin28/let-7 crystal structures, purification protocols, and molecular probes suitable for screening assays and therapeutics",2018-06-19,2018,
10000757,Gene vector,2018-06-19,2018,
10000758,"Microorganisms and methods for enhancing the availability of reducing equivalents in the presence of methanol, for producing methacrylic acid",2018-06-19,2018,
10000759,Yeast alleles involved in maximal alcohol accumulation capacity and tolerance to high alcohol levels,2018-06-19,2018,
10000760,"Yeast with high content of Abu, γ-Glu-Abu, and/or γ-Glu-Abu-Gly",2018-06-19,2018,
10000761,DNA molecule used for recombinant Pichia plasmid and recombinant Pichia strain expressing PprI protein of Deinococcus radiodurans,2018-06-19,2018,
10000762,Sorghum-derived transcription regulatory elements predominantly active in root hair cells and uses thereof,2018-06-19,2018,
10000763,"Method for regulating expression of specific protein using cytokinin-responsive transcription factor, isoprenoid-producing plant having gene encoding cytokinin-responsive transcription factor introduced therein, and method for producing polyisoprenoid using said isoprenoid-producing plant",2018-06-19,2018,
10000764,Gene for increasing plant weight and method for using the same,2018-06-19,2018,
10000765,"Gene encoding cytochrome P450, and use thereof",2018-06-19,2018,
10000766,"Recombinant construct, recombinant microorganism, recombinant plant cell and method of providing plant with resistance against DNA virus and RNA virus",2018-06-19,2018,
10000767,Methods and compositions for plant pest control,2018-06-19,2018,
10000768,Compositions and methods for increasing nematode resistance in plants,2018-06-19,2018,
10000769,Bacillus thuringiensis genes with lepidopteran activity,2018-06-19,2018,
10000770,Methods of expressing products in mammalian cells,2018-06-19,2018,
10000771,Nuclear targeting sequences,2018-06-19,2018,
10000772,Methods and compositions for RNA-directed target DNA modification and for RNA-directed modulation of transcription,2018-06-19,2018,
10000773,Cytochrome P450 and use thereof for the enzymatic oxidation of terpenes,2018-06-19,2018,
10000774,Transformant for expressing cis-prenyltranferase and Nogo B receptor,2018-06-19,2018,
10000775,Biosynthesis of 1-undecene and related terminal olefins,2018-06-19,2018,
10000776,Gas phase biocatalysis method and process,2018-06-19,2018,
10000777,Method for employing corn plant material comprising cobs in the manufacture of ethanol,2018-06-19,2018,
10000778,Conversion systems for biomass,2018-06-19,2018,
10000779,Two-stage continuous process for producing a solvent,2018-06-19,2018,
10000780,"Endoglucanase variants having improved activity, and uses of same",2018-06-19,2018,
10000781,Methods for nucleic acid manipulation,2018-06-19,2018,
10000782,Recombinant host cell for the biosynthesis of vanillin or vanillin beta-D-glucoside,2018-06-19,2018,
10000783,Steviol glucosyltransferases and genes encoding the same,2018-06-19,2018,
10000784,Creatinine biosensor and method of using the same,2018-06-19,2018,
10000785,Composition of redox-reagents for electrochemical biosensor and biosensor comprising the same,2018-06-19,2018,
10000786,Method and equipment for the automated testing of microbiological samples,2018-06-19,2018,
10000787,Methods for diagnosing bacterial infections,2018-06-19,2018,
10000788,Rapid and sensitive detection of molecules,2018-06-19,2018,
10000789,"Cellular probe device, system and analysis method",2018-06-19,2018,
10000790,Materials and methods for rapid visualization of NAD(P)H,2018-06-19,2018,
10000791,Measurement method for human pancreatic lipase activity,2018-06-19,2018,
10000792,Methods for cyclic nucleotide determination,2018-06-19,2018,
10000793,"Method for enumeration of mammalian cell micronuclei, while distinguishing chromatin of dead and dying cells",2018-06-19,2018,
10000794,Droplet storage method,2018-06-19,2018,
10000795,Stabilizing compositions and methods for extraction of ribonucleic acid,2018-06-19,2018,
10000796,On-slide staining by primer extension,2018-06-19,2018,
10000797,Methods and systems for performing digital measurements,2018-06-19,2018,
10000798,Polymerase-nucleic acid complex,2018-06-19,2018,
10000799,Methods of sequencing with linked fragments,2018-06-19,2018,
10000800,Nucleic acid constructs and methods of use,2018-06-19,2018,
10000801,Four-color DNA sequencing by synthesis using cleavable fluorescent nucleotide reversible terminators,2018-06-19,2018,
10000802,Sequencing method,2018-06-19,2018,
10000803,Polynucleotide mapping and sequencing,2018-06-19,2018,
10000804,Methods of macromolecular analysis using nanochannel arrays,2018-06-19,2018,
10000805,Isolation of polymerase-nucleic acid complexes,2018-06-19,2018,
10000806,Triplex event-specific reaction used to quantify specific events and possible contaminating events,2018-06-19,2018,
10000807,Materials and methods for identifying gyrase inhibitors,2018-06-19,2018,
10000808,Methods of detecting cervical cancer,2018-06-19,2018,
10000809,Methods for determining risk of chronic lung allograft dysfunction (CLAD) and subtypes thereof,2018-06-19,2018,
10000810,MiRNA fingerprint in the diagnosis of multiple sclerosis,2018-06-19,2018,
10000811,"Markers to predict macrocyclic lactone drug resistance in dirofilaria immitis, the causative agent of heartworm disease",2018-06-19,2018,
10000812,Treatment of disease,2018-06-19,2018,
10000813,Method of diagnosing and treating cancer using B-catenin splice variants,2018-06-19,2018,
10000814,ALK and NTRK1 fusion molecules and uses thereof,2018-06-19,2018,
10000815,Method to determine responsiveness of cancer to epidermal growth factor receptor targeting treatments,2018-06-19,2018,
10000816,Method for detecting an increased risk of developing skin cancer and a use of a genotype variant of the GRHL3 gene,2018-06-19,2018,
10000817,Mutation detection assay,2018-06-19,2018,
10000818,Prevention and diagnosis of visceral fat,2018-06-19,2018,
10000819,Sequences and their use for detection and characterization of E. coli O157:H7,2018-06-19,2018,
10000820,Genetic loci associated with resistance of soybean to cyst nematode and methods of use,2018-06-19,2018,
10000821,Direct smelting process,2018-06-19,2018,
10000822,Method for hardening sheet metal material,2018-06-19,2018,
10000823,Method and device for partially hardening sheet metal components,2018-06-19,2018,
10000824,Material for cold-rolled stainless steel sheet and production method therefor,2018-06-19,2018,
10000825,"Process, method and plant for recovering scandium",2018-06-19,2018,
10000826,Alpha-beta titanium alloy having improved elevated temperature properties and superplasticity,2018-06-19,2018,
10000827,Method of forming a sintered nickel-titanium-rare earth (Ni—Ti—RE) alloy,2018-06-19,2018,
10000828,"Aluminum alloy having an excellent combination of strength, extrudability and corrosion resistance",2018-06-19,2018,
10000829,Hot-rolled steel sheet,2018-06-19,2018,
10000830,Method for manufacturing martensite-based precipitation strengthening stainless steel,2018-06-19,2018,
10000831,Highly durable coil spring steel,2018-06-19,2018,
10000832,Duplex stainless steel,2018-06-19,2018,
10000833,"Thick, tough, high tensile strength steel plate and production method therefor",2018-06-19,2018,
10000834,Bulk nickel-chromium-phosphorus glasses bearing niobium and boron exhibiting high strength and/or high thermal stability of the supercooled liquid,2018-06-19,2018,
10000835,Cooling method and cooling device for Al alloy manufactured casting,2018-06-19,2018,
10000836,Low-cost fine-grain weak-texture magnesium alloy sheet and method of manufacturing the same,2018-06-19,2018,
10000837,Methods and apparatus for forming bulk metallic glass parts using an amorphous coated mold to reduce crystallization,2018-06-19,2018,
10000838,Titanium alloys exhibiting resistance to impact or shock loading,2018-06-19,2018,
10000839,Thermal spray composition and component made therewith,2018-06-19,2018,
10000840,Piston ring for internal combustion engines,2018-06-19,2018,
10000841,Hydrophilic-hydrophobic transformable composite film and the method of fabricating the same,2018-06-19,2018,
10000842,"Oxide sintered body, sputtering target, and oxide semiconductor thin film obtained using sputtering target",2018-06-19,2018,
10000843,Coating process for non-conductive substrates and devices made from the coating process,2018-06-19,2018,
10000844,"Magnetic field generator, magnetron cathode and spattering apparatus",2018-06-19,2018,
10000845,MOCVD system for growth of III-nitride and other semiconductors,2018-06-19,2018,
10000846,"Method for producing a tribologically distressed laminate, a laminate and use of an organometallic compound for producing a functional layer of the laminate",2018-06-19,2018,
10000847,Graphite susceptor,2018-06-19,2018,
10000848,Method and use of a binder for providing a metallic coat covering a surface,2018-06-19,2018,
10000849,"Laminate, packaging material using the same and production process for the same",2018-06-19,2018,
10000850,Deposition method and method of manufacturing a catalyst wire for a catalytic chemical vapor deposition apparatus,2018-06-19,2018,
10000851,Cold spray manufacturing of MAXMET composites,2018-06-19,2018,
10000852,Method of forming metal deposits on ultrahard materials,2018-06-19,2018,
10000853,System and method for controllable non-volatile metal removal,2018-06-19,2018,
10000854,Method for preventing elution of Bi from copper alloy,2018-06-19,2018,
10000855,Multi-stack electrochemical compressor system and method for operating,2018-06-19,2018,
10000856,Electrochemical cell having a cascade seal configuration and hydrogen reclamation,2018-06-19,2018,
10000857,Segmented capping board and contact bar assembly and methods in hydrometallurgical refining,2018-06-19,2018,
10000858,"Bath for surface treatment, method of producing surface-treated steel plate by using the bath for surface treatment, and surface treated steel plate produced by the same method",2018-06-19,2018,
10000859,Hard aluminum films formed using high current density plating,2018-06-19,2018,
10000860,Methods of electrochemical deposition for void-free gap fill,2018-06-19,2018,
10000861,Coated substrate for packaging applications and a method for producing said coated substrate,2018-06-19,2018,
10000862,Method of making quantum dots,2018-06-19,2018,
10000863,"Method for cleaning single crystal pulling apparatus, cleaning tool for use therein, and method for manufacturing single crystal",2018-06-19,2018,
10000864,Group 13 element nitride crystal layer and function element,2018-06-19,2018,
10000865,Apparatus for producing nanobodies via shear flow formation,2018-06-19,2018,
10000866,Drafting device for spinning-knitting machines,2018-06-19,2018,
10000867,Device and method for determining the diameter of a yarn balloon formed by a running yarn at a workstation of a textile machine,2018-06-19,2018,
10000868,Reinforcing cord for rubber and rubber product using the same,2018-06-19,2018,
10000869,Industrial two-layered fabric,2018-06-19,2018,
10000870,Conductive line stitching method,2018-06-19,2018,
10000871,Sewing machine and thread spool device,2018-06-19,2018,
10000872,Sewing machine,2018-06-19,2018,
10000873,Apparatus for the treatment of strand-like textile material,2018-06-19,2018,
10000874,Tubless washing machine,2018-06-19,2018,
10000875,Washing machine appliance out-of-balance detection,2018-06-19,2018,
10000876,Washing machine appliance out-of-balance detection,2018-06-19,2018,
10000877,Washing machine appliance out-of-balance detection,2018-06-19,2018,
10000879,Laundry treating apparatus,2018-06-19,2018,
10000880,Laundry wash water recycle system,2018-06-19,2018,
10000881,Method for antimicrobial fabric application,2018-06-19,2018,
10000882,Method for operating a washing machine,2018-06-19,2018,
10000883,Overflow pan for an appliance,2018-06-19,2018,
10000884,Washing machine,2018-06-19,2018,
10000885,Washing machine and washing method thereof,2018-06-19,2018,
10000886,Fastener for hanging clothes,2018-06-19,2018,
10000887,Hair extension drying apparatus,2018-06-19,2018,
10000888,Applique to provide a design on a fabric,2018-06-19,2018,
10000889,High yield and enhanced performance fiber,2018-06-19,2018,
10000890,Low viscosity kraft fiber having reduced yellowing properties and methods of making and using the same,2018-06-19,2018,
10000891,Biomass process optimisation,2018-06-19,2018,
10000892,Evacuated tube and capsule having interchange capability,2018-06-19,2018,
10000893,Machine for preparing and laying a bituminous carpet for closing micro-trenches,2018-06-19,2018,
10000894,"Spray bar assembly for machine system, and method",2018-06-19,2018,
10000895,Rotating hydraulic gear motor,2018-06-19,2018,
10000896,Two-layer concrete pavement forming device and pavement method using normal concrete and high-performance concrete,2018-06-19,2018,
10000897,Driving device in a self-propelled construction machine and method for setting a speed ratio in such a driving device,2018-06-19,2018,
10000898,Ground milling machine and method for adjusting the stripping plate of a ground milling machine,2018-06-19,2018,
10000899,Fire protection device for a structural cable,2018-06-19,2018,
10000900,Handheld blower having engine cooling flow,2018-06-19,2018,
10000901,Snow shovel,2018-06-19,2018,
10000902,Removable dock bracket support,2018-06-19,2018,
10000903,Casing assembly for forming CIP retaining wall and method for forming CIP retaining walls using the casing assembly,2018-06-19,2018,
10000904,Securing system for basketball pole,2018-06-19,2018,
10000905,Cutterhead debris guard,2018-06-19,2018,
10000906,Shovel,2018-06-19,2018,
10000907,Lift arm vehicle window,2018-06-19,2018,
10000908,Hybrid-type working machine,2018-06-19,2018,
10000909,Control device for hydraulic equipment,2018-06-19,2018,
10000910,Shovel,2018-06-19,2018,
10000911,Abnormality diagnostic system for work system of construction machinery and method using the same,2018-06-19,2018,
10000912,Freeze prediction system,2018-06-19,2018,
10000913,Magnetic docking faucet,2018-06-19,2018,
10000914,Plumbing fixture with user interface,2018-06-19,2018,
10000916,Auxiliary water receptacle apparatus,2018-06-19,2018,
10000917,"Systems, devices, and/or methods for managing toilet fragrances",2018-06-19,2018,
10000918,"Toilet system for a lavatory of a vehicle, lavatory of a vehicle, and aircraft with such a lavatory",2018-06-19,2018,
10000919,Connection structure of column and beam and method for connecting column and beam,2018-06-19,2018,
10000920,Fire-fighting wall-casing system,2018-06-19,2018,
10000921,Expansion joint seal system with internal intumescent springs providing fire retardancy,2018-06-19,2018,
10000922,Construction boards with coated inorganic facer,2018-06-19,2018,
10000923,Fire blocking reveal,2018-06-19,2018,
10000924,Establishing barriers with modular wall structures,2018-06-19,2018,
10000925,Moisture collection and drainage system within an exterior stucco wall construction,2018-06-19,2018,
10000926,Retractable roof system,2018-06-19,2018,
10000927,Modular construction block,2018-06-19,2018,
10000928,Tie for composite wall system that is both screwable and axially pushable,2018-06-19,2018,
10000929,Shingle with reinforcement member,2018-06-19,2018,
10000930,Spaced vent for metal roofs,2018-06-19,2018,
10000931,Apparatus and method for moss remediation,2018-06-19,2018,
10000932,"Device for fixing a gutter to a building construction, building construction with such a device, fixing member, support member",2018-06-19,2018,
10000933,Flatpack gutter trap,2018-06-19,2018,
10000934,Peripheral sealing gland for elongate objects passing through a surface or beyond a pipe end,2018-06-19,2018,
10000935,Vertical joint system and associated surface covering system,2018-06-19,2018,
10000936,"Floor panel, as well as method, device and accessories for manufacturing such floor panel",2018-06-19,2018,
10000937,Inflatable connector,2018-06-19,2018,
10000938,Concrete void forming method and device,2018-06-19,2018,
10000939,Single container wind resistant modular ISO building,2018-06-19,2018,
10000940,Business productivity room,2018-06-19,2018,
10000941,Modular storage system,2018-06-19,2018,
10000942,Collapsible all-terrain cot or tent apparatus,2018-06-19,2018,
10000943,Beautification and privacy fence panel system and uses thereof,2018-06-19,2018,
10000944,Gate latch,2018-06-19,2018,
10000945,Universal electronics lock,2018-06-19,2018,
10000946,Arresting element and handle,2018-06-19,2018,
10000947,Auto-lock system for door window frame lateral retention,2018-06-19,2018,
10000948,Crash safety locking device for a motor vehicle door,2018-06-19,2018,
10000949,Apparatus and method for preventing undesired engagement of hold open lever in a latch,2018-06-19,2018,
10000950,Latch assembly and tailgate for vehicle,2018-06-19,2018,
10000952,Hinge kit and related methods,2018-06-19,2018,
10000953,Micro-hinge for an electronic device,2018-06-19,2018,
10000954,Micro-hinge for an electronic device,2018-06-19,2018,
10000955,Biaxial hinge and terminal device using the same,2018-06-19,2018,
10000956,"Break away door, trip unit and circuit breaker assembly including same",2018-06-19,2018,
10000957,Door closer assembly,2018-06-19,2018,
10000958,Intelligent sensing edge and control system,2018-06-19,2018,
10000959,Vehicle door opening and closing control device,2018-06-19,2018,
10000960,Drive device for a movable barrier,2018-06-19,2018,
10000961,Temperature control for powered vehicle doors,2018-06-19,2018,
10000962,Guiding device for a sliding door,2018-06-19,2018,
10000963,Two part spacer with overlapping surfaces,2018-06-19,2018,
10000964,Connectors for spacers of insulating glass units and spacer comprising a connector for an insulating glass unit,2018-06-19,2018,
10000965,Insulating glass unit transparent conductive coating technology,2018-06-19,2018,
10000967,Curtain blinds spring motor elasticity maintaining structure,2018-06-19,2018,
10000968,Electromechanical actuator and home automation installation comprising such an electromechanical actuator,2018-06-19,2018,
10000969,Access control apparatus,2018-06-19,2018,
10000970,Downhole drilling assembly with motor powered hammer and method of using same,2018-06-19,2018,
10000971,Steering tool with eccentric sleeve and method of use,2018-06-19,2018,
10000972,Downhole adjustable bent motor,2018-06-19,2018,
10000973,Reamer for use in drilling operations,2018-06-19,2018,
10000974,Methods for forming earth-boring tools having cutting elements mounted in cutting element pockets and tools formed by such methods,2018-06-19,2018,
10000975,Cutting element,2018-06-19,2018,
10000976,Cutting element,2018-06-19,2018,
10000977,Drill bit with self-adjusting pads,2018-06-19,2018,
10000978,Tubular centralizer,2018-06-19,2018,
10000979,Earth drilling device and method,2018-06-19,2018,
10000980,Conveyor apparatus,2018-06-19,2018,
10000981,Back pressure control system,2018-06-19,2018,
10000982,Release valve used in an inner tube assembly for use with a core barrel,2018-06-19,2018,
10000983,Flow back jet pump,2018-06-19,2018,
10000984,Wellbore fluid used with oil-swellable elements,2018-06-19,2018,
10000985,Protective sheath for logging tools,2018-06-19,2018,
10000986,Dual string section mill,2018-06-19,2018,
10000987,Blowout preventer monitoring system and method of using same,2018-06-19,2018,
10000988,Seal assemblies in subsea rotating control devices,2018-06-19,2018,
10000989,Resin system for composite downhole frac plug and bridge plug tools and related methods,2018-06-19,2018,
10000990,System and method for creating a sealing tubular connection in a wellbore,2018-06-19,2018,
10000991,Frac plug,2018-06-19,2018,
10000992,Downhole bypass tool,2018-06-19,2018,
10000993,Multi-gauge wrap wire for subterranean sand screen,2018-06-19,2018,
10000994,Multi-shot charge for perforating gun,2018-06-19,2018,
10000995,Completion systems including an expansion joint and a wet connect,2018-06-19,2018,
10000996,Flow device and methods of creating different pressure drops based on a direction of flow,2018-06-19,2018,
10000997,Longitudinal positioning tool for a rod string,2018-06-19,2018,
10000998,Recovery from a hydrocarbon reservoir,2018-06-19,2018,
10000999,Apparatus for the inductive heating of oil sand and heavy oil deposits by way of current-carrying conductors,2018-06-19,2018,
10001000,Simulating well system fluid flow based on a pressure drop boundary condition,2018-06-19,2018,
10001001,"Apparatus and method for perforating a wellbore casing, and method and apparatus for fracturing a formation",2018-06-19,2018,
10001002,Particle dust control with liquid binding agents,2018-06-19,2018,
10001003,Multl-stage fracture injection process for enhanced resource production from shales,2018-06-19,2018,
10001004,Closed loop model predictive control of directional drilling attitude,2018-06-19,2018,
10001005,Drill bit with hydraulically adjustable axial pad for controlling torsional fluctuations,2018-06-19,2018,
10001006,Ranging using current profiling,2018-06-19,2018,
10001007,Well logging with autonomous robotic diver,2018-06-19,2018,
10001008,System and method for providing broadband communications over power cabling,2018-06-19,2018,
10001009,Pumpable mine ventilation structure,2018-06-19,2018,
10001010,Axial piston machine utilizing a bent-axis construction with slippers on the drive flange,2018-06-19,2018,
10001011,Rotary piston engine with operationally adjustable compression,2018-06-19,2018,
10001012,Turbine wheel of an exhaust-gas turbocharger,2018-06-19,2018,
10001013,Turbine rotor blades with platform cooling arrangements,2018-06-19,2018,
10001014,Turbine bucket profile,2018-06-19,2018,
